CommandId	Path	Id	CanHaveBinding
ID_ADJUST_ANALYTICAL_MODEL	Analyze-Analytical Model Tools-Analytical Adjust	3286	True
ID_RESET_ANALYTICAL_MODEL	Analyze-Analytical Model Tools-Analytical Reset	3288	True
ID_COMMAND_CHECK_MEMBER_SUPPORTS	Analyze-Analytical Model Tools-Check Supports	3410	True
ID_COMMAND_ANALYTICAL_CONSISTENCY_CHECKS	Analyze-Analytical Model Tools-Consistency Checks	3411	True
ID_INPLACE_MASS	Architect & Site-Conceptual Mass-In_Place Mass	42645	True
ID_SHOW_MASS	Architect & Site-Conceptual Mass-Show Mass	35077	True
ID_OBJECTS_MASS	Architect & Site-Conceptual Mass-Place Mass	42644	True
ID_ROOF_PICK_FACES	Architect & Site-Conceptual Mass-Model by Face-Roof	20	True
ID_CURTA_SYSTEM_PICK_FACES	Architect & Site-Conceptual Mass-Model by Face-Curtain System	35072	True
ID_WALL_PICK_FACES	Architect & Site-Conceptual Mass-Model by Face-Wall	35074	True
ID_FLOOR_PICK_FACES	Architect & Site-Conceptual Mass-Model by Face-Floor	3234	True
ID_OBJECTS_DOOR	Architect & Site-Architect-Door	32772	True
ID_OBJECTS_WINDOW	Architect & Site-Architect-Window	32773	True
ID_ROOF_FOOTPRINT	Architect & Site-Architect-Roof-Roof by Footprint	1142	True
ID_ROOF_EXTRUSION	Architect & Site-Architect-Roof-Roof by Extrusion	1143	True
ID_CREATE_SOFFIT_TB	Architect & Site-Architect-Roof-Roof Soffit	493	True
ID_CREATE_FASCIA_TB	Architect & Site-Architect-Roof-Fascia	40601	True
ID_CREATE_GUTTER_TB	Architect & Site-Architect-Roof-Gutter	40602	True
ID_CREATE_DORMER_OPENING_TB	Architect & Site-Architect-Roof-Dormer Opening	35255	True
ID_OBJECTS_CW_GRID	Architect & Site-Architect-Curtain Grid	33199	True
ID_OBJECTS_MULLION	Architect & Site-Architect-Mullion	33200	True
ID_OBJECTS_AREA	Architect & Site-Area-Area	33720	True
ID_OBJECTS_AREA_TAG	Architect & Site-Area-Tag	33718	True
ID_OBJECTS_AREASCHEME_BOUNDARY	Architect & Site-Area-Boundary	33719	True
ID_SITE_TOPO_SURFACE	Architect & Site-Model Site-Toposurface	33641	True
ID_SITE_COMPONENT	Architect & Site-Model Site-Site Component	40239	True
ID_SITE_PARKING_COMPONENT	Architect & Site-Model Site-Parking Component	33698	True
ID_SITE_BUILDINGPAD	Architect & Site-Model Site-Building Pad	33481	True
ID_SPLIT_SURFACE	Architect & Site-Modify Site-Split Surface	1992	True
ID_MERGE_SURFACE	Architect & Site-Modify Site-Merge Surfaces	33742	True
ID_SITE_AREA	Architect & Site-Modify Site-Subregion	34964	True
ID_SITE_PROPERTYLINE	Architect & Site-Modify Site-Property Line	33480	True
ID_SITE_GRADE	Architect & Site-Modify Site-Graded Region	33640	True
ID_SITE_LABEL_CONTOURS	Architect & Site-Modify Site-Label Contours	33820	True
ID_BUTTON_INTERIOR_ROOM_ELEVATION	View-Create-Elevation-Building Elevation	33255	True
ID_VIEW_NEW_PLAN	View-Create-Plan Views-Structural Plan	32953	True
ID_VIEW_NEW_GRAPH_SCHED_COLUMN	View-Create-Schedules-Graphical Column Schedule	46139	True
ID_STRUCTURAL_SETTINGS	Manage-Project Settings-Structural Settings	34993	True
ID_SETTINGS_KEYNOTING	Manage-Project Settings-Settings-Keynoting Settings	3450	True
ID_RBS_MECHANICAL_DUCT	Home-HVAC-Duct	37006	True
ID_RBS_MECHANICAL_FITTING	Home-HVAC-Duct Fitting	37009	True
ID_RBS_MECHANICAL_ACCESSORY	Home-HVAC-Duct Accessory	37004	True
ID_RBS_MECHANICAL_CONVERTTOFLEX	Home-HVAC-Convert to Flex Duct	37014	True
ID_RBS_MECHANICAL_FLEX	Home-HVAC-Flex Duct	37010	True
ID_RBS_MECHANICAL_DIFFUSER	Home-HVAC-Air Terminal	37005	True
ID_RBS_MECHANICAL_EQUIPMENT	Home-Mechanical-Mechanical Equipment	37008	True
ID_RBS_PIPE_PIPE	Home-Plumbing & Piping-Pipe	37100	True
ID_RBS_PIPE_FITTING	Home-Plumbing & Piping-Pipe Fitting	37103	True
ID_RBS_PIPE_ACCESSORY	Home-Plumbing & Piping-Pipe Accessory	37105	True
ID_RBS_PIPE_FLEX	Home-Plumbing & Piping-Flex Pipe	37102	True
ID_RBS_PLUMBING_FIXTURE	Home-Plumbing & Piping-Plumbing Fixture	37203	True
ID_RBS_SPRINKLER	Home-Plumbing & Piping-Sprinkler	37206	True
ID_RBS_ELECTRICAL_WIRE	Home-Electrical-Wire-Arc	37106	True
ID_RBS_ELECTRICAL_WIRE_SPLINE	Home-Electrical-Wire-Spline	37261	True
ID_RBS_ELECTRICAL_WIRE_CHAMFER	Home-Electrical-Wire-Chamfered	37260	True
ID_RBS_ELECTRICAL_EQUIPMENT	Home-Electrical-Electrical Equipment	37060	True
ID_RBS_ELECTRICAL_DEVICE	Home-Electrical-Device-Electrical Fixture	37061	True
ID_RBS_ELECTRICAL_COMMUNICATION_DEVICE	Home-Electrical-Device-Communication	37278	True
ID_RBS_ELECTRICAL_DATA_DEVICE	Home-Electrical-Device-Data	37279	True
ID_RBS_ELECTRICAL_FIREALARM_DEVICE	Home-Electrical-Device-Fire Alarm	37280	True
ID_RBS_ELECTRICAL_LIGHTING_DEVICE	Home-Electrical-Device-Lighting	37281	True
ID_RBS_ELECTRICAL_NURSECALL_DEVICE	Home-Electrical-Device-Nurse Call	37282	True
ID_RBS_ELECTRICAL_SECURITY_DEVICE	Home-Electrical-Device-Security	37283	True
ID_RBS_ELECTRICAL_TELEPHONE_DEVICE	Home-Electrical-Device-Telephone	37284	True
ID_RBS_LIGHTING_FIXTURE	Home-Electrical-Lighting Fixture	37059	True
ID_ABS_IMPORT_GBXML	Insert-Import-Import gbXML	3102	True
ID_OBJECTS_FAM_ANN_INST	Annotate-Detail-Symbol	33221	True
ID_OBJECTS_MEP_SPACE	Analyze-Spaces & Zones-Space	32784	True
ID_OBJECTS_MEP_SPACE_SEPARATION	Analyze-Spaces & Zones-Space Separator	32786	True
ID_OBJECTS_MEP_SPACE_TAG	Analyze-Spaces & Zones-Space Tag	32785	True
ID_RBS_HVAC_ZONE	Analyze-Spaces & Zones-Zone	37244	True
ID_RBS_HVAC_LOADS	Analyze-Reports & Schedules-Heating and Cooling Loads	37204	True
ID_RBS_VIEW_PANEL_SCHEDULE	Analyze-Reports & Schedules-Panel Schedule	37053	True
ID_VIEW_NEW_SCHEDULE	Analyze-Reports & Schedules-Schedule/ Quantities	33296	True
ID_RBS_CHECK_DUCT_SYSTEMS	Analyze-Check Systems-Check Duct Systems	37167	True
ID_RBS_CHECK_PIPE_SYSTEMS	Analyze-Check Systems-Check Pipe Systems	37155	True
ID_RBS_CHECK_CIRCUITS	Analyze-Check Systems-Check Circuits	37062	True
ID_RBS_MECHANICAL_COLOR_FILL	Analyze-Color Schemes-Duct Legend	37027	True
ID_RBS_PIPING_COLOR_FILL	Analyze-Color Schemes-Pipe Legend	37149	True
ID_RBS_SYSTEM_NAVIGATOR	Analyze-System Browser-System Browser	3280	True
ID_INPLACE_MASS	Architect-Conceptual Mass-In_Place Mass	42645	True
ID_SHOW_MASS	Architect-Conceptual Mass-Show Mass	35077	True
ID_OBJECTS_MASS	Architect-Conceptual Mass-Place Mass	42644	True
ID_ROOF_PICK_FACES	Architect-Conceptual Mass-Model by Face-Roof	20	True
ID_CURTA_SYSTEM_PICK_FACES	Architect-Conceptual Mass-Model by Face-Curtain System	35072	True
ID_WALL_PICK_FACES	Architect-Conceptual Mass-Model by Face-Wall	35074	True
ID_FLOOR_PICK_FACES	Architect-Conceptual Mass-Model by Face-Floor	3234	True
ID_OBJECTS_LEVEL	Architect-Levels & Grids-Level	32794	True
ID_OBJECTS_GRID	Architect-Levels & Grids-Grid	32770	True
ID_OBJECTS_WALL	Architect-Build-Wall-Wall	32771	True
ID_OBJECTS_STRUCTURAL_WALL	Architect-Build-Wall-Structural Wall	34975	True
ID_CREATE_OPENING_BY_FACE_TB	Architect-Build-Opening-Opening By Face	35253	True
ID_CREATE_VERTICAL_OPENING_TB	Architect-Build-Opening-Vertical Opening	35254	True
ID_CREATE_DORMER_OPENING_TB	Architect-Build-Opening-Dormer Opening	35255	True
ID_CREATE_WALL_OPENING_TB	Architect-Build-Opening-Wall Opening	35256	True
ID_CREATE_SHAFT_OPENING_TB	Architect-Build-Opening-Shaft Opening	35257	True
ID_OBJECTS_WINDOW	Architect-Build-Window	32773	True
ID_OBJECTS_DOOR	Architect-Build-Door	32772	True
ID_OBJECTS_COLUMN	Architect-Build-Column	32918	True
ID_OBJECTS_FLOOR	Architect-Build-Floor-Floor	32914	True
ID_OBJECTS_SLAB	Architect-Build-Floor-Structural Floor	34985	True
ID_OBJECTS_CEILING	Architect-Build-Ceiling	33158	True
ID_OBJECTS_CW_GRID	Architect-Build-Curtain Grid	33199	True
ID_OBJECTS_MULLION	Architect-Build-Mullion	33200	True
ID_ROOF_FOOTPRINT	Architect-Build-Roof-Roof By Footprint	1142	True
ID_ROOF_EXTRUSION	Architect-Build-Roof-Roof By Extrusion	1143	True
ID_CREATE_SOFFIT_TB	Architect-Build-Roof-Roof Soffit	493	True
ID_OBJECTS_MODELTEXT	Architect-Model-Model Text	33660	True
ID_OBJECTS_PROJECT_CURVE	Architect-Model-Model Line	33006	True
ID_OBJECTS_PLACE_GROUP	Architect-Model-Model Group-Place Model Group	33405	True
ID_EDIT_GROUP	Architect-Model-Model Group-Create Group	33305	True
ID_LOAD_INTO_PROJECTS	Architect-Model-Model Group-Load as Group into Open Projects	786	True
ID_OBJECTS_RAILING	Architect-Circulation-Railing	34969	True
ID_OBJECTS_RAMP	Architect-Circulation-Ramp	33316	True
ID_OBJECTS_STAIRS	Architect-Circulation-Stairs	32916	True
ID_OBJECTS_ROOM	Architect-Room & Area-Room-Room	33198	True
ID_OBJECTS_AREA_SEPARATION	Architect-Room & Area-Room-Room Separation Line	33318	True
ID_VIEW_NEW_AREASCHEME	Architect-Room & Area-Area-Area Plan	33638	True
ID_OBJECTS_AREA	Architect-Room & Area-Area-Area	33720	True
ID_OBJECTS_AREASCHEME_BOUNDARY	Architect-Room & Area-Area-Area Boundary Line	33719	True
ID_OBJECTS_ROOM_FILL	Architect-Room & Area-Legend	33252	True
ID_OBJECTS_ROOM_TAG	Architect-Room & Area-Tag-Tag Room	33208	True
ID_OBJECTS_AREA_TAG	Architect-Room & Area-Tag-Tag Area	33718	True
ID_SETTINGS_COLORFILLSCHEMES	Architect-Room & Area-Color Schemes	48739	True
ID_SETTING_AREACALCULATIONS	Architect-Room & Area-Area and Volume Computations	40382	True
ID_RBS_SYSTEM_NAVIGATOR	View-Windows-User Interface-System Browser	3280	True
ID_RBS_MECHANICAL_SETTINGS	Manage-Project Settings-MEP Settings-Mechanical Settings	37168	True
ID_RBS_ELECTRICAL_SETTINGS	Manage-Project Settings-MEP Settings-Electrical Settings	37054	True
ID_RBS_BUILDINGSPACE_TYPE_SETTINGS	Manage-Project Settings-MEP Settings-Building/Space Type Settings	37259	True
ID_OBJECTS_EXTRUSION	Create-Forms-Solid-Extrusion	33002	True
ID_OBJECTS_BLEND	Create-Forms-Solid-Blend	33278	True
ID_OBJECTS_REVOLUTION	Create-Forms-Solid-Revolve	33287	True
ID_OBJECTS_SWEEP	Create-Forms-Solid-Sweep	33300	True
ID_OBJECTS_SWEPTBLEND	Create-Forms-Solid-Swept Blend	47163	True
ID_OBJECTS_EXTRUSION_CUT	Create-Forms-Void-Extrusion	33397	True
ID_OBJECTS_BLEND_CUT	Create-Forms-Void-Blend	33398	True
ID_OBJECTS_REVOLUTION_CUT	Create-Forms-Void-Revolve	33399	True
ID_OBJECTS_SWEEP_CUT	Create-Forms-Void-Sweep	33400	True
ID_OBJECTS_SWEPTBLEND_CUT	Create-Forms-Void-Swept Blend	47164	True
ID_OBJECTS_MODEL_CURVE	Create-Model-Model Line	33734	True
ID_OBJECTS_FAMSYM	Create-Model-Component	33003	True
ID_OBJECTS_MODELTEXT	Create-Model-Model Text	33660	True
ID_OBJECTS_OPENING	Create-Model-Opening	33177	True
ID_OBJECTS_PLACE_GROUP	Create-Model-Model Group-Place Model Group	33405	True
ID_EDIT_GROUP	Create-Model-Model Group-Create Group	33305	True
ID_OBJECTS_CONTROL	Create-Control-Control	33034	True
ID_RBS_ADD_ELECTRICAL_CONNECTOR	Create-Connectors-Electrical Connector	37217	True
ID_RBS_ADD_DUCT_CONNECTOR	Create-Connectors-Duct Connector	37218	True
ID_RBS_ADD_PIPE_CONNECTOR	Create-Connectors-Pipe Connector	37219	True
ID_RBS_ADD_CABLETRAY_CONNECTOR	Create-Connectors-Cable Tray Connector	37291	True
ID_RBS_ADD_CONDUIT_CONNECTOR	Create-Connectors-Conduit Connector	37292	True
ID_OBJECTS_CLINE	Create-Datum-Reference Plane-Draw Reference Plane	33026	True
ID_OBJECTS_CLINE_PICK_LINES	Create-Datum-Reference Plane-Pick Existing Line/Edge	48999	True
ID_OBJECTS_REFERENCE_CURVE_LINE	Create-Datum-Reference Line-Draw by Line	48986	True
ID_OBJECTS_REFERENCE_CURVE_RECT	Create-Datum-Reference Line-Draw by Rectangle	48987	True
ID_OBJECTS_REFERENCE_CURVE_CIRCLE	Create-Datum-Reference Line-Draw by Circle	48990	True
ID_OBJECTS_REFERENCE_CURVE_ARC_THREE_PNT	Create-Datum-Reference Line-Draw by Arc Passing Through 3 Points	48991	True
ID_OBJECTS_REFERENCE_CURVE_ARC_CENTER_ENDS	Create-Datum-Reference Line-Draw by Arc From Center and End Points	48992	True
ID_OBJECTS_REFERENCE_CURVE_ARC_TAN	Create-Datum-Reference Line-Draw by Tangent Arc	48993	True
ID_OBJECTS_REFERENCE_CURVE_ARC_FILLET	Create-Datum-Reference Line-Draw by Fillet Arc	48994	True
ID_OBJECTS_REFERENCE_CURVE_POLY_INSCRIBED	Create-Datum-Reference Line-Draw by Inscribed Polygon	48988	True
ID_OBJECTS_REFERENCE_CURVE_POLY_CIRCUMSCRIBED	Create-Datum-Reference Line-Draw by Circumscribed Polygon	48989	True
ID_OBJECTS_REFERENCE_CURVE_PICK_LINES	Create-Datum-Reference Line-Pick Existing Line/Edge	48998	True
ID_SKETCH_PLANE_TOOL	Create-Work Plane-Set	33527	True
ID_SKETCH_GRID_VIS	Create-Work Plane-Show	40484	True
ID_OBJECTS_VIEW_DIR_SPEC_CURVE	Detail-Detail-Symbolic Line	33700	True
ID_OBJECTS_FAMDETAIL	Detail-Detail-Detail Component	33424	True
ID_OBJECTS_PLACE_DETAIL_GROUP	Detail-Detail-Detail Group-Place Detail Group	33421	True
ID_EDIT_GROUP	Detail-Detail-Detail Group-Create Group	33305	True
ID_OBJECTS_FAM_ANN_INST	Detail-Detail-Symbol	33221	True
ID_MASKING_REGION	Detail-Detail-Masking Region	35287	True
ID_ANNOTATIONS_DIMENSION_ALIGNED	Detail-Dimension-Aligned	48955	True
ID_ANNOTATIONS_DIMENSION_ANGULAR	Detail-Dimension-Angular	48957	True
ID_ANNOTATIONS_DIMENSION_RADIAL	Detail-Dimension-Radial	48958	True
ID_ANNOTATIONS_DIMENSION_DIAMETER	Detail-Dimension-Diameter	35778	True
ID_ANNOTATIONS_DIMENSION_ARCLENGTH	Detail-Dimension-Arc Length	48959	True
ID_SETTINGS_DIMENSIONS_LINEAR	Detail-Dimension-Linear Dimension Types	1081	True
ID_SETTINGS_DIMENSIONS_ANGULAR	Detail-Dimension-Angular Dimension Types	1082	True
ID_SETTINGS_DIMENSIONS_RADIAL	Detail-Dimension-Radial Dimension Types	1199	True
ID_SETTINGS_DIMENSIONS_DIAMETER	Detail-Dimension-Diameter Dimension Types	35779	True
ID_OBJECTS_TEXT_NOTE	Detail-Annotate-Text	33134	True
ID_CHECK_SPELLING	Detail-Annotate-Spelling	40986	True
ID_FIND_REPLACE	Detail-Annotate-Find/ Replace	61591	True
ID_IDS_OF_SELECTION	Modify-Inquiry-IDs of Selection	33866	True
ID_SELECT_BY_ID	Modify-Inquiry-Select by ID	33867	True
ID_EDIT_GROUP	Modify-Group-Create Group	33305	True
ID_VIEW_CATEGORY_VISIBILITY	View-Graphics-Visibility and Appearance	33175	True
ID_VIEW_NEW_SECTION	View-View Creation-Section	32955	True
ID_VIEW_DEFAULT_3DVIEW	View-View Creation-Default 3D	33169	True
ID_VIEW_NEW_3DVIEW	View-View Creation-Camera	32956	True
ID_SETTINGS_FILLPATTERNS	Manage-Family Settings-Settings-Fill Patterns	33163	True
ID_SETTINGS_OBJECTSTYLES	Manage-Family Settings-Settings-Object Styles	32947	True
ID_SETTINGS_PENS	Manage-Family Settings-Settings-Line Weights	32946	True
ID_SETTINGS_PEN_FONTS	Manage-Family Settings-Settings-Line Patterns	33120	True
ID_VIEWTAGSTYLES_SECTIONTAGS	Manage-Family Settings-Settings-Section Tags	3169	True
ID_SETTINGS_ANNOTATIONS_LEADERS	Manage-Family Settings-Settings-Arrowheads	33349	True
ID_SETTINGS_MATERIALS	Manage-Family Settings-Materials	33184	True
ID_SETTINGS_UNITS	Manage-Family Settings-Project Units	32950	True
ID_SETTINGS_SNAPPING	Manage-Family Settings-Snaps	32949	True
ID_FILE_EXTERNAL_PARAMETERS	Manage-Family Settings-Shared Parameters	33748	True
ID_TRANSFER_PROJECT_STANDARDS	Manage-Family Settings-Transfer Project Standards	33699	True
ID_PURGE_UNUSED	Manage-Family Settings-Purge Unused	33780	True
ID_OBJECTS_CURVE	Create-Detail-Line	32994	True
ID_OBJECTS_FAMDETAIL	Create-Detail-Detail Component	33424	True
ID_OBJECTS_PLACE_DETAIL_GROUP	Create-Detail-Detail Group-Place Detail Group	33421	True
ID_EDIT_GROUP	Create-Detail-Detail Group-Create Group	33305	True
ID_OBJECTS_FAM_ANN_INST	Create-Detail-Symbol	33221	True
ID_MASKING_REGION	Create-Detail-Masking Region	35287	True
ID_OBJECTS_FILLED_REGION	Create-Detail-Filled Region	33204	True
ID_ANNOTATIONS_DIMENSION_ALIGNED	Create-Dimension-Aligned	48955	True
ID_ANNOTATIONS_DIMENSION_ANGULAR	Create-Dimension-Angular	48957	True
ID_ANNOTATIONS_DIMENSION_RADIAL	Create-Dimension-Radial	48958	True
ID_ANNOTATIONS_DIMENSION_DIAMETER	Create-Dimension-Diameter	35778	True
ID_ANNOTATIONS_DIMENSION_ARCLENGTH	Create-Dimension-Arc Length	48959	True
ID_SETTINGS_DIMENSIONS_LINEAR	Create-Dimension-Linear Dimension Types	1081	True
ID_SETTINGS_DIMENSIONS_ANGULAR	Create-Dimension-Angular Dimension Types	1082	True
ID_SETTINGS_DIMENSIONS_RADIAL	Create-Dimension-Radial Dimension Types	1199	True
ID_SETTINGS_DIMENSIONS_DIAMETER	Create-Dimension-Diameter Dimension Types	35779	True
ID_OBJECTS_TEXT_NOTE	Create-Annotate-Text	33134	True
ID_OBJECTS_TAG_NOTE	Create-Annotate-Label	33174	True
ID_CHECK_SPELLING	Create-Annotate-Spelling	40986	True
ID_FIND_REPLACE	Create-Annotate-Find/ Replace	61591	True
ID_OBJECTS_REFERENCE_CURVE_LINE	Create-Datum-Reference Line-Draw a Line	48986	True
ID_OBJECTS_REFERENCE_CURVE_RECT	Create-Datum-Reference Line-Draw a Rectangle	48987	True
ID_OBJECTS_REFERENCE_CURVE_CIRCLE	Create-Datum-Reference Line-Draw a Circle	48990	True
ID_OBJECTS_REFERENCE_CURVE_ARC_THREE_PNT	Create-Datum-Reference Line-Draw an Arc Passing Through 3 Points	48991	True
ID_OBJECTS_REFERENCE_CURVE_ARC_CENTER_ENDS	Create-Datum-Reference Line-Draw an Arc From Center and End Points	48992	True
ID_OBJECTS_REFERENCE_CURVE_ARC_TAN	Create-Datum-Reference Line-Draw a Tangent Arc	48993	True
ID_OBJECTS_REFERENCE_CURVE_ARC_FILLET	Create-Datum-Reference Line-Draw a Fillet Arc	48994	True
ID_OBJECTS_REFERENCE_CURVE_POLY_INSCRIBED	Create-Datum-Reference Line-Draw an Inscribed Polygon	48988	True
ID_OBJECTS_REFERENCE_CURVE_POLY_CIRCUMSCRIBED	Create-Datum-Reference Line-Draw a Circumscribed Polygon	48989	True
ID_OBJECTS_REFERENCE_CURVE_PICK_LINES	Create-Datum-Reference Line-Pick an Existing Line/Edge	48998	True
ID_VIEW_NEW_REVISION_SCHEDULE	View-Create-Revision Schedule	3154	True
ID_OBJECTS_CLINE	Create-Datum-Reference Plane-Draw a Plane	33026	True
ID_OBJECTS_CLINE_PICK_LINES	Create-Datum-Reference Plane-Pick an Existing Line/Edge	48999	True
ID_BUTTON_SELECT	Create-Selection-Modify	32776	True
ID_TRUSS_TOP_CHORD_CURVE	Create-Detail-Top Chord	3620	True
ID_TRUSS_WEB_CURVE	Create-Detail-Web	3619	True
ID_TRUSS_BOTTOM_CHORD_CURVE	Create-Detail-Bottom Chord	3621	True
ID_FAMILY_LOAD	Insert-Load from Library-Load Framing Family	32984	True
ID_MAJOR_SEGMENT	Create-Rebar Lines-Major Segment	35293	True
ID_OBJECTS_MASS	Create-Model-Place Mass	42644	True
ID_OBJECTS_CURVE	Create-Draw-Line	32994	True
ID_OBJECTS_REFERENCE_CURVE	Create-Draw-Reference	34994	True
ID_CREATEFORMELEM	Create-Form-Create Form-Form	35666	True
ID_CREATEVOIDFORM	Create-Form-Create Form-Void Form	35686	True
ID_OBJECTS_LEVEL	Create-Datum-Level	32794	True
ID_OBJECT_POINT	Create-Datum-Reference Point	33011	True
ID_OBJECTS_CLINE	Create-Datum-Reference Plane-Draw a Reference Plane	33026	True
ID_WORKPLANE_VIEW	Create-Viewer-Object Viewer	35703	True
ID_VIEW_NEW_PLAN	View-View Creation-Floor Plan	32953	True
ID_SETTINGS_SUNANDSHADOWSSETTINGS	Manage-Family Settings-Settings-Sun and Shadows Settings	12299	True
ID_RBS_LAYOUTPATH_EDIT	ContextualTab-Generate Layout-Modify	37178	True
ID_RBS_LAYOUTPATH_SOLUTIONS	ContextualTab-Generate Layout-Solutions	37177	True
ID_RBS_LAYOUTPATH_ADD	ContextualTab-Generate Layout-Add	37180	True
ID_RBS_LAYOUTPATH_REMOVE	ContextualTab-Generate Layout-Remove	37179	True
ID_RBS_LAYOUTPATH_BASE	ContextualTab-Generate Layout-Place Base	37181	True
ID_RBS_LAYOUTPATH_BASE_REMOVE	ContextualTab-Generate Layout-Remove Base	37257	True
ID_RBS_LAYOUTPATH_BASE_MODIFY	ContextualTab-Generate Layout-Modify Base	37258	True
ID_SKETCH_ELEM_PROPS	ContextualTab-Element-Surface Properties	33487	True
ID_FINISH_SKETCH	ContextualTab-Split Surface-Finish Split Surface	1054	True
ID_CANCEL_SKETCH	ContextualTab-Split Surface-Cancel Split Surface	1068	True
ID_FINISH_SKETCH_PATH	ContextualTab-Path-Finish Path	33677	True
ID_QUIT_SKETCH_PATH	ContextualTab-Path-Cancel Path	33678	True
ID_BUTTON_SELECT	ContextualTab-Select-Select	32776	True
ID_PICK_EDGES	ContextualTab-Select-Pick 3D Edges	33672	True
ID_ALIGN	ContextualTab-Edit-Align	33218	True
ID_TRIM_EXTEND_CORNER	ContextualTab-Edit-Trim	48952	True
ID_TRIM_EXTEND_SINGLE	ContextualTab-Edit-Extend-Trim/Extend Single Element	48953	True
ID_TRIM_EXTEND_MULTIPLE	ContextualTab-Edit-Extend-Trim/Extend Multiple Elements	48954	True
ID_SPLIT	ContextualTab-Edit-Split-Split Elements	1100	True
ID_SPLIT_WITH_GAP	ContextualTab-Edit-Split-Split with Gap	33829	True
ID_OFFSET	ContextualTab-Edit-Offset	33757	True
ID_SKETCH_ELEM_PROPS	ContextualTab-Element-Path Properties	33487	True
ID_FINISH_SKETCH	ContextualTab-Path Reinforcement-Finish Path	1054	True
ID_CANCEL_SKETCH	ContextualTab-Path Reinforcement-Cancel Path	1068	True
ID_SKETCH_ELEM_PROPS	ContextualTab-Element-Soffit Properties	33487	True
ID_FINISH_SKETCH	ContextualTab-Soffit-Finish Soffit	1054	True
ID_CANCEL_SKETCH	ContextualTab-Soffit-Cancel Soffit	1068	True
ID_OBJECTS_VISIBILITY	ContextualTab-Element-Visibility Settings	33474	True
ID_SKETCH_ELEM_PROPS	ContextualTab-Element-Blend Properties	33487	True
ID_FINISH_SKETCH	ContextualTab-Blend-Finish Blend	1054	True
ID_CANCEL_SKETCH	ContextualTab-Blend-Cancel Blend	1068	True
ID_BUTTON_SELECT	ContextualTab-Selection-Modify	32776	True
ID_EDIT	ContextualTab-Draw-Properties	32779	True
ID_MEASURE_LINE	ContextualTab-Inquiry-Measure-Measure Between Two References	48962	True
ID_MEASURE_PICK_LINES	ContextualTab-Inquiry-Measure-Measure Along an Element	48963	True
ID_ANNOTATIONS_DIMENSION_ALIGNED	ContextualTab-Annotate-Dimension-Aligned Dimension	48955	True
ID_ANNOTATIONS_DIMENSION_LINEAR	ContextualTab-Annotate-Dimension-Linear Dimension	48956	True
ID_ANNOTATIONS_DIMENSION_ANGULAR	ContextualTab-Annotate-Dimension-Angular Dimension	48957	True
ID_ANNOTATIONS_DIMENSION_RADIAL	ContextualTab-Annotate-Dimension-Radial Dimension	48958	True
ID_ANNOTATIONS_DIMENSION_DIAMETER	ContextualTab-Annotate-Dimension-Diameter Dimension	35778	True
ID_ANNOTATIONS_DIMENSION_ARCLENGTH	ContextualTab-Annotate-Dimension-Arc Length Dimension	48959	True
ID_EDIT_MOVE	ContextualTab-Modify-Move	33127	True
ID_EDIT_MOVE_COPY	ContextualTab-Modify-Copy	33129	True
ID_EDIT_ROTATE	ContextualTab-Modify-Rotate	32934	True
ID_EDIT_MIRROR	ContextualTab-Modify-Mirror-Pick Mirror Axis	32936	True
ID_EDIT_MIRROR_LINE	ContextualTab-Modify-Mirror-Draw Mirror Axis	49000	True
ID_EDIT_CREATE_PATTERN	ContextualTab-Modify-Array	33121	True
ID_EDIT_SCALE	ContextualTab-Modify-Scale	34986	True
ID_LOCK_ELEMENTS	ContextualTab-Modify-Pin	32997	True
ID_UNLOCK_ELEMENTS	ContextualTab-Modify-Unpin	33001	True
ID_BUTTON_DELETE	ContextualTab-Modify-Delete	32778	True
ID_EDIT_PASTE_ALIGNED_LEVEL_BY_NAME	ContextualTab-Clipboard-Paste Aligned-Select Levels	33328	True
ID_EDIT_PASTE_ALIGNED_VIEWS_BY_NAME	ContextualTab-Clipboard-Paste Aligned-Select Views	33332	True
ID_EDIT_PASTE_ALIGNED	ContextualTab-Clipboard-Paste Aligned-Current View	33320	True
ID_EDIT_PASTE_ALIGNED_SAME_PLACE	ContextualTab-Clipboard-Paste Aligned-Same Place	33341	True
ID_EDIT_PASTE_ALIGNED_PICK_LEVEL	ContextualTab-Clipboard-Paste Aligned-Pick Level Graphics	33321	True
ID_EDIT_CUT	ContextualTab-Clipboard-Cut	57635	True
ID_EDIT_COPY	ContextualTab-Clipboard-Copy	57634	True
ID_EDIT_PASTE	ContextualTab-Clipboard-Paste	57637	True
ID_CPWTCH_SETTINGS	ContextualTab-Tools-Options	35064	True
ID_CPWTCH_COPY	ContextualTab-Tools-Copy	35066	True
ID_CPWTCH_WATCH	ContextualTab-Tools-Monitor	35067	True
ID_CPWTCH_RECONCILE	ContextualTab-Tools-Coordination Review	35068	True
ID_EDIT_BLEND_BASE	ContextualTab-Mode-Edit Base	33310	True
ID_EDIT_VERTEX_CONNECTIONS	ContextualTab-Mode-Edit Vertices	33630	True
ID_SKETCH_ELEM_PROPS	ContextualTab-Element-Extrusion Properties	33487	True
ID_FINISH_SKETCH	ContextualTab-Extrusion-Finish Extrusion	1054	True
ID_CANCEL_SKETCH	ContextualTab-Extrusion-Cancel Extrusion	1068	True
