219 categories and their parents:
  OST_VerticalBracing --> Vertical Bracing (-2001326
  OST_HorizontalBracing --> Horizontal Bracing (-2001325
  OST_Purlin --> Purlin (-2001324
  OST_Joist --> Joist (-2001323
  OST_Girder --> Girder (-2001322
  OST_StructuralFramingOther --> Other (-2001321
  OST_StructuralFraming --> Structural Framing (-2001320
  OST_HiddenStructuralFoundationLines --> Hidden Lines (-2001302
  OST_StructuralFoundation --> Structural Foundations (-2001300
  OST_BasePointAxisZ <none>
  OST_BasePointAxisY <none>
  OST_BasePointAxisX <none>
  OST_SharedBasePoint --> Survey Point (-2001272
  OST_ProjectBasePoint --> Project Base Point (-2001271
  OST_SiteRegion <none>
  OST_SitePropertyLineSegmentTags --> Property Line Segment Tags (-2001269
  OST_SitePropertyLineSegment --> Property Line Segments (-2001268
  OST_SitePropertyTags --> Property Tags (-2001267
  OST_SitePointBoundary --> Boundary Point (-2001266
  OST_SiteProperty --> Property Lines (-2001265
  OST_BuildingPad --> Pads (-2001263
  OST_SitePoint --> Interior Point (-2001262
  OST_SiteSurface <none>
  OST_Site --> Site (-2001260
  OST_HiddenBuildingUnitLines <none>
  OST_BuildingUnits <none>
  OST_Sewer <none>
  OST_Roads --> Roads (-2001220
  OST_Property <none>
  OST_Parking --> Parking (-2001180
  OST_PlumbingFixtures --> Plumbing Fixtures (-2001160
  OST_MechanicalEquipment --> Mechanical Equipment (-2001140
  OST_LightingFixtureSource --> Light Source (-2001121
  OST_LightingFixtures --> Lighting Fixtures (-2001120
  OST_FurnitureSystems --> Furniture Systems (-2001100
  OST_ElectricalFixtures --> Electrical Fixtures (-2001060
  OST_ElectricalEquipment --> Electrical Equipment (-2001040
  OST_Casework --> Casework (-2001000
  OST_ArcWallRectOpening <none>
  OST_DormerOpeningIncomplete <none>
  OST_SWallRectOpening <none>
  OST_ShaftOpening --> Shaft Openings (-2000996
  OST_StructuralFramingOpening <none>
  OST_ColumnOpening <none>
  OST_AdaptivePoints_HiddenLines <none>
  OST_AdaptivePoints_Lines --> Lines (-2000903
  OST_AdaptivePoints_Planes --> Planes (-2000902
  OST_AdaptivePoints_Points --> Points (-2000901
  OST_AdaptivePoints --> Adaptive Points (-2000900
  OST_CeilingOpening <none>
  OST_FloorOpening <none>
  OST_RoofOpening <none>
  OST_WallRefPlanes <none>
  OST_MEPSpaceSeparationLines --> <Space Separation> (-2000831
  OST_AreaPolylines <none>
  OST_RoomPolylines <none>
  OST_InstanceDrivenLineStyle NullReferenceException Object reference not set to an instance of an object.
  OST_RemovedGridSeg <none>
  OST_IOSOpening <none>
  OST_IOSTilePatternGrid <none>
  OST_ControlLocal <none>
  OST_ControlAxisZ <none>
  OST_ControlAxisY <none>
  OST_ControlAxisX <none>
  OST_XRayConstrainedProfileEdge <none>
  OST_XRayImplicitPathCurve <none>
  OST_XRayPathPoint <none>
  OST_XRayPathCurve <none>
  OST_XRaySideEdge <none>
  OST_XRayProfileEdge <none>
  OST_ReferencePoints_HiddenLines <none>
  OST_ReferencePoints_Lines --> Lines (-2000713
  OST_ReferencePoints_Planes --> Planes (-2000712
  OST_ReferencePoints_Points --> Points (-2000711
  OST_ReferencePoints --> Reference Points (-2000710
  OST_Materials --> Materials (-2000700
  OST_CeilingsCutPattern --> Cut Pattern (-2000617
  OST_CeilingsDefault --> Common Edges (-2000616
  OST_CeilingsFinish2 --> Finish 2 [5] (-2000615
  OST_CeilingsFinish1 --> Finish 1 [4] (-2000614
  OST_CeilingsSubstrate --> Substrate [2] (-2000613
  OST_CeilingsInsulation --> Thermal/Air Layer [3] (-2000612
  OST_CeilingsStructure --> Structure [1] (-2000611
  OST_CeilingsMembrane --> Membrane Layer (-2000610
  OST_FloorsInteriorEdges --> Interior Edges (-2000609
  OST_FloorsCutPattern --> Cut Pattern (-2000608
  OST_HiddenFloorLines --> Hidden Lines (-2000607
  OST_FloorsDefault --> Common Edges (-2000606
  OST_FloorsFinish2 --> Finish 2 [5] (-2000605
  OST_FloorsFinish1 --> Finish 1 [4] (-2000604
  OST_FloorsSubstrate --> Substrate [2] (-2000603
  OST_FloorsInsulation --> Thermal/Air Layer [3] (-2000602
  OST_FloorsStructure --> Structure [1] (-2000601
  OST_FloorsMembrane --> Membrane Layer (-2000600
  OST_RoofsInteriorEdges --> Interior Edges (-2000598
  OST_RoofsCutPattern --> Cut Pattern (-2000597
  OST_RoofsDefault --> Common Edges (-2000596
  OST_RoofsFinish2 --> Finish 2 [5] (-2000595
  OST_RoofsFinish1 --> Finish 1 [4] (-2000594
  OST_RoofsSubstrate --> Substrate [2] (-2000593
  OST_RoofsInsulation --> Thermal/Air Layer [3] (-2000592
  OST_RoofsStructure --> Structure [1] (-2000591
  OST_RoofsMembrane --> Membrane Layer (-2000590
  OST_WallsCutPattern --> Cut Pattern (-2000588
  OST_HiddenWallLines --> Hidden Lines (-2000587
  OST_WallsDefault --> Common Edges (-2000586
  OST_WallsFinish2 --> Finish 2 [5] (-2000585
  OST_WallsFinish1 --> Finish 1 [4] (-2000584
  OST_WallsSubstrate --> Substrate [2] (-2000583
  OST_WallsInsulation --> Thermal/Air Layer [3] (-2000582
  OST_WallsStructure --> Structure [1] (-2000581
  OST_WallsMembrane --> Membrane Layer (-2000580
  OST_PreviewLegendComponents <none>
  OST_LegendComponents <none>
  OST_ScheduleGraphics --> Schedule Graphics (-2000570
  OST_RasterImages --> Raster Images (-2000560
  OST_ColorFillSchema <none>
  OST_RoomColorFill --> Color Fill (-2000551
  OST_ColorFillLegends --> Color Fill Legends (-2000550
  OST_AnnotationCropSpecial --> Annotation Crop Boundary (-2000549
  OST_CropBoundarySpecial --> Crop Boundaries (-2000548
  OST_AnnotationCrop --> Annotation Crop Boundary (-2000547
  OST_FloorsAnalyticalGeometry --> Analytical Model (-2000546
  OST_WallsAnalyticalGeometry --> Analytical Model (-2000545
  OST_CalloutLeaderLine --> Callout Leader Line (-2000544
  OST_CeilingsSurfacePattern --> Surface Pattern (-2000543
  OST_RoofsSurfacePattern --> Surface Pattern (-2000542
  OST_FloorsSurfacePattern --> Surface Pattern (-2000541
  OST_WallsSurfacePattern --> Surface Pattern (-2000540
  OST_CalloutBoundary --> Callout Boundary (-2000539
  OST_CalloutHeads --> Callout Heads (-2000538
  OST_Callouts --> Callouts (-2000537
  OST_CropBoundary --> Crop Boundaries (-2000536
  OST_Elev --> Elevations (-2000535
  OST_AxisZ <none>
  OST_AxisY <none>
  OST_AxisX <none>
  OST_CLines --> Reference Planes (-2000530
  OST_Lights <none>
  OST_ViewportLabel --> View Titles (-2000515
  OST_Viewports --> Viewports (-2000510
  OST_Camera_Lines --> Cameras (-2000501
  OST_Cameras <none>
  OST_MEPSpaceTags --> Space Tags (-2000485
  OST_RoomTags --> Room Tags (-2000480
  OST_DoorTags --> Door Tags (-2000460
  OST_WindowTags --> Window Tags (-2000450
  OST_SectionHeadWideLines --> Wide Lines (-2000404
  OST_SectionHeadMediumLines --> Medium Lines (-2000403
  OST_SectionHeadThinLines --> Thin Lines (-2000401
  OST_SectionHeads --> Section Marks (-2000400
  OST_ContourLabels --> Contour Labels (-2000350
  OST_CurtaSystemFaceManager <none>
  OST_CurtaSystem --> Curtain Systems (-2000340
  OST_AreaReport_Arc_Minus <none>
  OST_AreaReport_Arc_Plus <none>
  OST_AreaReport_Boundary <none>
  OST_AreaReport_Triangle <none>
  OST_CurtainGridsCurtaSystem --> Curtain System Grids (-2000323
  OST_CurtainGridsSystem NullReferenceException Object reference not set to an instance of an object.
  OST_CurtainGridsWall --> Curtain Wall Grids (-2000321
  OST_CurtainGridsRoof --> Curtain Roof Grids (-2000320
  OST_DetailArray <none>
  OST_ModelArray <none>
  OST_HostFinHF <none>
  OST_HostFinWall <none>
  OST_HostFinCeiling <none>
  OST_HostFinRoof <none>
  OST_HostFinFloor <none>
  OST_HostFin <none>
  OST_AnalysisDisplayStyle --> Analysis Display Style (-2000304
  OST_AnalysisResults --> Analysis Results (-2000303
  OST_RenderRegions --> Render Regions (-2000302
  OST_SectionBox --> Section Boxes (-2000301
  OST_TextNotes --> Text Notes (-2000300
  OST_Catalogs <none>
  OST_DirectionEdgeLines <none>
  OST_CenterLines --> <Centerline> (-2000288
  OST_LinesBeyond --> <Beyond> (-2000287
  OST_HiddenLines --> <Hidden> (-2000286
  OST_DemolishedLines --> <Demolished> (-2000285
  OST_OverheadLines --> <Overhead> (-2000284
  OST_TitleBlockWideLines --> Wide Lines (-2000283
  OST_TitleBlockMediumLines --> Medium Lines (-2000282
  OST_TitleBlockThinLines --> Thin Lines (-2000281
  OST_TitleBlocks --> Title Blocks (-2000280
  OST_Views --> Views (-2000279
  OST_Viewers <none>
  OST_RoofTags --> Roof Tags (-2000266
  OST_SpotSlopes --> Spot Slopes (-2000265
  OST_SpotCoordinates --> Spot Coordinates (-2000264
  OST_SpotElevations --> Spot Elevations (-2000263
  OST_Constraints --> Constraints (-2000262
  OST_WeakDims --> Automatic Sketch Dimensions (-2000261
  OST_Dimensions --> Dimensions (-2000260
  OST_DatumLevels <none>
  OST_Levels --> Levels (-2000240
  OST_Grids --> Grids (-2000220
  OST_BrokenSectionLine --> Broken Section Line (-2000202
  OST_SectionLine --> Section Line (-2000201
  OST_Sections --> Sections (-2000200
  OST_ReferenceViewer --> View Reference (-2000198
  OST_ReferenceViewerSymbol --> View Reference (-2000197
  OST_ImportObjectStyles --> Imports in Families (-2000196
  OST_ModelText <none>
  OST_MaskingRegion --> Masking Region (-2000194
  OST_Matchline --> Matchline (-2000193
  OST_FaceSplitter <none>
  OST_PlanRegion --> Plan Region (-2000191
  OST_FilledRegion --> Filled region (-2000190
  OST_MassingProjectionOutlines <none>
  OST_MassingCutOutlines <none>
  OST_Massing <none>
  OST_Reveals <none>
  OST_Cornices --> Wall Sweeps (-2000181
  OST_Ramps --> Ramps (-2000180
  OST_RailingBalusterRailCut <none>
  OST_RailingBalusterRail <none>
  OST_Railings <none>
  OST_CurtainGrids --> Curtain Grids (-2000173
  OST_CurtainWallMullionsCut <none>
  OST_CurtainWallMullions --> Curtain Wall Mullions (-2000171
  OST_CurtainWallPanels --> Curtain Panels (-2000170
  OST_AreaReference <none>
  OST_AreaInteriorFill <none>
  OST_RoomReference <none>
  OST_RoomInteriorFill <none>
  OST_AreaColorFill --> Color Fill (-2000165
  OST_AreaReferenceVisibility --> Reference (-2000164
  OST_AreaInteriorFillVisibility --> Interior Fill (-2000163
  OST_RoomReferenceVisibility --> Reference (-2000162
  OST_RoomInteriorFillVisibility --> Interior Fill (-2000161
  OST_Rooms --> Rooms (-2000160
  OST_GenericModel --> Generic Models (-2000151
  OST_GenericAnnotation --> Generic Annotations (-2000150
  OST_Fixtures <none>
  OST_StairsRailingTags --> Railing Tags (-2000133
  OST_StairsRailingAboveCut --> Railings Beyond Cut Line (-2000132
  OST_StairsDownArrow --> Down Arrow (-2000131
  OST_StairsUpArrow --> Up Arrow (-2000130
  OST_StairsDownText --> DOWN Text (-2000129
  OST_StairsRailingRail --> Rails (-2000128
  OST_StairsRailingBaluster --> Balusters (-2000127
  OST_StairsRailing --> Railings (-2000126
  OST_StairsUpText --> UP Text (-2000125
  OST_StairsStringerAboveCut --> Stringers Beyond Cut Line (-2000124
  OST_StairsStringer --> Stringers (-2000123
  OST_StairsAboveCut --> Stairs Beyond Cut Line (-2000122
  OST_StairsIncomplete <none>
  OST_Stairs --> Stairs (-2000120
  OST_IOSNavWheelPivotBall <none>
  OST_IOSRoomComputationHeight <none>
  OST_IOSRoomUpperLowerLines <none>
  OST_IOSDragBoxInverted <none>
  OST_IOSDragBox <none>
  OST_Phases <none>
  OST_IOS_GeoSite <none>
  OST_IOS_GeoLocations <none>
  OST_GuideGrid --> Guide Grid (-2000107
  OST_EPS_Future <none>
  OST_EPS_Temporary <none>
  OST_EPS_New <none>
  OST_EPS_Demolished <none>
  OST_EPS_Existing <none>
  OST_IOSMeasureLineScreenSize <none>
  OST_Columns --> Columns (-2000100
  OST_IOSRebarSystemSpanSymbolCtrl <none>
  OST_IOSRoomTagToRoomLines <none>
  OST_IOSAttachedDetailGroups <none>
  OST_IOSDetailGroups <none>
  OST_IOSModelGroups <none>
  OST_IOSSuspendedSketch <none>
  OST_IOSWallCoreBoundary <none>
  OST_IOSMeasureLine <none>
  OST_IOSArrays <none>
  OST_Curtain_Systems <none>
  OST_IOSBBoxScreenSize <none>
  OST_IOSSlabShapeEditorPointInterior <none>
  OST_IOSSlabShapeEditorPointBoundary <none>
  OST_IOSSlabShapeEditorBoundary <none>
  OST_IOSSlabShapeEditorAutoCrease <none>
  OST_IOSSlabShapeEditorExplitCrease <none>
  OST_ReferenceLines --> Reference Lines (-2000083
  OST_IOSNotSilhouette NullReferenceException Object reference not set to an instance of an object.
  OST_FillPatterns <none>
  OST_Furniture --> Furniture (-2000080
  OST_AreaSchemeLines --> <Area Boundary> (-2000079
  OST_GenericLines --> Lines (-2000078
  OST_InsulationLines --> Insulation Batting Lines (-2000077
  OST_CloudLines <none>
  OST_IOSRoomPerimeterLines <none>
  OST_IOSCuttingGeometry <none>
  OST_IOSCrashGraphics <none>
  OST_IOSGroups <none>
  OST_IOSGhost <none>
  OST_StairsLandingCenterLines <none>
  OST_StairsRunLines <none>
  OST_StairsRiserLines <none>
  OST_StairsBoundaryLines <none>
  OST_AreaSeparationLines --> <Room Separation> (-2000066
  OST_AxisOfRotation --> Axis of Rotation (-2000065
  OST_InvisibleLines NullReferenceException Object reference not set to an instance of an object.
  OST_IOSThinPixel_DashDot <none>
  OST_IOSThinPixel_Dash <none>
  OST_IOSThinPixel_Dot <none>
  OST_Extrusions <none>
  OST_IOS <none>
  OST_CutOutlines <none>
  OST_IOSThinPixel <none>
  OST_IOSFlipControl <none>
  OST_IOSSketchGrid <none>
  OST_IOSSuspendedSketch_obsolete <none>
  OST_IOSFreeSnapLine <none>
  OST_IOSDatumPlane <none>
  OST_Lines --> Lines (-2000051
  OST_IOSConstructionLine <none>
  OST_IOSAlignmentGraphics <none>
  OST_IOSAligningLine <none>
  OST_IOSBackedUpElements <none>
  OST_IOSRegeneratedElements <none>
  OST_SketchLines --> <Sketch> (-2000045
  OST_CurvesWideLines --> Wide Lines (-2000044
  OST_CurvesMediumLines --> Medium Lines (-2000043
  OST_CurvesThinLines --> Thin Lines (-2000042
  OST_Curves <none>
  OST_CeilingsProjection <none>
  OST_CeilingsCut <none>
  OST_Ceilings --> Ceilings (-2000038
  OST_RoofsProjection <none>
  OST_RoofsCut <none>
  OST_Roofs --> Roofs (-2000035
  OST_FloorsProjection <none>
  OST_FloorsCut <none>
  OST_Floors --> Floors (-2000032
  OST_DoorsGlassProjection --> Glass (-2000031
  OST_DoorsGlassCut <none>
  OST_DoorsFrameMullionProjection --> Frame/Mullion (-2000029
  OST_DoorsFrameMullionCut <none>
  OST_DoorsOpeningProjection --> Opening (-2000027
  OST_DoorsOpeningCut <none>
  OST_DoorsPanelProjection --> Panel (-2000025
  OST_DoorsPanelCut <none>
  OST_Doors --> Doors (-2000023
  OST_WindowsOpeningProjection --> Opening (-2000022
  OST_WindowsOpeningCut <none>
  OST_WindowsSillHeadProjection --> Sill/Head (-2000020
  OST_WindowsSillHeadCut <none>
  OST_WindowsFrameMullionProjection --> Frame/Mullion (-2000018
  OST_WindowsFrameMullionCut <none>
  OST_WindowsGlassProjection --> Glass (-2000016
  OST_WindowsGlassCut <none>
  OST_Windows --> Windows (-2000014
  OST_WallsProjectionOutlines <none>
  OST_WallsCutOutlines <none>
  OST_Walls --> Walls (-2000011
  OST_IOSRegenerationFailure <none>
  OST_MatchSiteComponent <none>
  OST_MatchProfile <none>
  OST_MatchDetail <none>
  OST_MatchAnnotation <none>
  OST_MatchModel <none>
  OST_MatchAll <none>
  INVALID <none>
